employee_id,gender,age,years_experience,education_level,department,job_title,job_level,city,performance_rating,manager_rating,months_since_promotion,variable_pay_pct,ctc
EMP04755,Female,30,6,Central University,Data Science,Data Scientist,2,Mysore,3.7,3.3,17,11.3,7.48
EMP04756,Male,28,5,Central University,Product,Associate Product Manager,1,Hyderabad,3.1,4.2,8,19.3,8.94
EMP04757,Male,30,4,State University,Operations,Operations Manager,2,Mumbai,2.9,,6,7.2,9.58
EMP04758,Female,38,13,IIIT,Data Science,Senior Data Scientist,4,Visakhapatnam,4.6,3.5,48,9.6,25.29
EMP04759,Male,35,8,Central University,Legal,Senior Legal Counsel,3,Bangalore,4.0,3.5,8,10.3,17.38
EMP04760,Female,36,10,Tier-2 Private,Finance,Controller,4,Guwahati,4.1,4.5,5,11.0,14.05
EMP04761,Male,32,9,Distance Learning,Finance,Senior Financial Analyst,3,Ranchi,3.8,3.4,9,11.6,10.14
EMP04762,Male,34,11,BITS,Marketing,Marketing Manager,3,Delhi,2.6,3.0,1,20.1,18.16
EMP04763,Female,45,18,Diploma,Operations,Logistics Manager,5,Delhi,4.1,3.1,14,9.7,31.43
EMP04764,Male,38,15,Central University,Sales,Senior Account Manager,3,Delhi,5.0,3.7,9,27.9,19.77
EMP04765,Male,52,30,IIIT,Operations,Process Improvement Specialist,6,Vadodara,4.0,3.4,96,9.3,50.0
EMP04766,Male,39,14,IIM,Data Science,Senior Data Scientist,4,Jaipur,3.4,3.0,4,10.4,29.81
EMP04767,Female,30,3,State University,Legal,Legal Associate,1,Mumbai,2.3,3.2,14,12.1,6.53
EMP04768,Male,33,10,State University,Marketing,Digital Marketing Manager,3,Indore,2.9,4.4,13,12.2,13.7
EMP04769,Male,34,9,State University,Legal,Legal Manager,3,Coimbatore,4.1,2.6,17,10.3,16.42
EMP04770,Female,47,23,Distance Learning,Operations,Process Improvement Specialist,6,Pune,4.0,3.4,14,5.0,39.55
EMP04771,Female,27,3,State University,Engineering,Software Engineer,1,Hyderabad,2.7,2.5,1,13.0,5.18
EMP04772,Male,32,8,Distance Learning,HR,Talent Acquisition Specialist,3,Lucknow,3.9,2.8,7,10.9,11.56
EMP04773,Male,25,3,"Top Private (ISB, XLRI, SP Jain)",Legal,Legal Associate,1,Visakhapatnam,2.7,,30,12.0,7.02
EMP04774,Male,32,8,Distance Learning,Sales,Senior Account Manager,3,Indore,4.2,3.6,7,19.1,14.86
EMP04775,Male,28,5,Tier-2 Private,Sales,Account Manager,2,Raipur,4.0,2.4,12,17.7,9.01
EMP04776,Male,34,8,State University,Legal,Company Secretary,4,Chennai,4.3,3.7,88,8.2,19.03
EMP04777,Male,25,2,Central University,HR,HR Executive,1,Chandigarh,3.1,3.5,10,9.7,6.06
EMP04778,Male,37,10,Diploma,Product,Product Manager,2,Jaipur,4.1,3.9,3,13.2,10.99
EMP04779,Male,28,6,Distance Learning,Engineering,Staff Engineer,2,Indore,3.6,2.1,2,14.8,7.83
EMP04780,Female,30,6,State University,Customer Support,Customer Success Manager,2,Bhopal,3.8,2.1,6,8.6,5.48
EMP04781,Male,46,23,State University,Operations,Process Improvement Specialist,6,Pune,3.6,3.3,8,8.6,43.81
EMP04782,Female,28,4,Other,Legal,Senior Legal Counsel,2,Bhopal,2.8,3.3,19,9.2,7.77
EMP04783,Female,33,7,Central University,Sales,Sales Executive,2,Delhi,3.8,4.0,10,21.9,9.63
EMP04784,Female,33,6,NIT,Finance,Financial Analyst,2,Hyderabad,3.9,,2,15.4,10.32
EMP04785,Female,32,6,Tier-2 Private,Data Science,Senior Data Scientist,3,Raipur,2.6,2.7,10,10.6,9.58
EMP04786,Female,53,28,State University,Legal,Company Secretary,5,Delhi,4.0,4.1,5,11.4,43.9
EMP04787,Male,31,6,Central University,Legal,Compliance Officer,3,Dehradun,3.9,3.2,12,12.5,11.46
EMP04788,Female,31,4,Distance Learning,HR,Talent Acquisition Specialist,3,Dehradun,3.0,2.2,23,7.8,5.52
EMP04789,Male,49,22,State University,Product,Product Analyst,5,Jaipur,3.7,,7,13.4,39.68
EMP04790,Female,30,4,Tier-2 Private,Legal,Legal Associate,2,Kolkata,3.0,3.3,8,12.6,6.83
EMP04791,Male,23,1,IIT,Legal,Legal Associate,1,Hyderabad,4.0,4.2,28,11.5,6.81
EMP04792,Male,26,3,NIT,Sales,Sales Executive,1,Dehradun,2.8,2.9,12,17.7,7.04
EMP04793,Male,25,2,BITS,HR,HR Executive,1,Pune,4.6,3.6,24,10.6,7.75
EMP04794,Female,24,1,IIIT,Customer Support,Customer Support Executive,1,Lucknow,4.5,2.8,7,7.7,5.91
EMP04795,Male,31,4,IIIT,Customer Support,Support Team Lead,1,Kolkata,4.2,3.8,5,9.8,9.56
EMP04796,Male,27,5,Diploma,Product,Senior Product Manager,3,Pune,5.0,3.1,17,13.2,18.41
EMP04797,Male,40,13,NIT,Finance,Senior Financial Analyst,3,Mumbai,4.6,3.6,1,14.4,25.05
EMP04798,Male,35,9,Diploma,Sales,Senior Account Manager,3,Kolkata,4.2,4.4,37,27.3,16.71
EMP04799,Female,34,9,Tier-2 Private,Data Science,ML Engineer,3,Ranchi,4.8,3.3,51,13.6,12.08
EMP04800,Female,26,3,Tier-2 Private,Engineering,Senior Software Engineer,1,Indore,3.4,3.1,5,14.9,5.37
EMP04801,Male,34,11,State University,HR,Talent Acquisition Specialist,3,Ahmedabad,3.1,,6,8.3,18.01
EMP04802,Male,42,16,Tier-2 Private,Customer Support,Support Manager,4,Coimbatore,4.3,3.5,26,7.5,20.41
EMP04803,Male,33,7,Tier-2 Private,Legal,Senior Legal Counsel,1,Guwahati,3.4,3.8,43,11.4,7.98
EMP04804,Male,33,8,IIIT,Data Science,ML Engineer,3,Delhi,4.2,4.2,2,9.0,18.97
EMP04805,Female,27,2,State University,Product,Associate Product Manager,1,Ranchi,2.9,,40,18.5,4.93
EMP04806,Female,38,12,State University,Finance,FP&A Analyst,4,Delhi,3.0,3.2,3,10.5,13.25
EMP04807,Male,47,21,IIIT,Customer Support,Support Manager,6,Patna,2.3,3.5,51,9.0,40.02
EMP04808,Female,33,7,IIM,Legal,Legal Associate,2,Raipur,2.6,3.5,4,13.6,8.24
EMP04809,Male,26,3,State University,Customer Support,Support Team Lead,1,Thiruvananthapuram,3.8,5.0,9,9.7,7.53
EMP04810,Male,27,5,Diploma,Marketing,Marketing Executive,2,Kolkata,2.4,4.4,5,17.6,11.08
EMP04811,Male,28,4,Distance Learning,Engineering,Staff Engineer,2,Mumbai,2.7,4.3,62,11.5,9.14
EMP04812,Female,28,4,Central University,Operations,Operations Executive,2,Dehradun,2.9,2.7,2,9.9,6.72
EMP04813,Male,33,9,Tier-2 Private,Customer Support,Customer Success Manager,3,Coimbatore,3.2,3.3,15,7.1,11.52
EMP04814,Female,32,7,Tier-2 Private,Finance,Senior Financial Analyst,1,Pune,3.6,,6,11.7,6.76
EMP04815,Male,39,12,Central University,Product,Product Analyst,5,Chennai,5.0,2.3,2,11.9,30.64
EMP04816,Male,33,7,Distance Learning,HR,HR Manager,3,Delhi,4.1,3.0,39,5.7,14.46
EMP04817,Male,29,3,IIIT,Product,Product Manager,1,Jaipur,3.0,4.4,1,12.8,6.85
EMP04818,Male,30,4,Tier-2 Private,Legal,Senior Legal Counsel,2,Ahmedabad,3.5,4.3,15,13.0,10.29
EMP04819,Male,28,4,IIM,Marketing,Brand Manager,3,Guwahati,3.1,3.8,18,16.3,11.49
EMP04820,Male,30,5,IIT,Legal,Legal Associate,2,Coimbatore,4.2,4.1,21,12.7,11.12
EMP04821,Female,45,21,Distance Learning,Operations,Process Improvement Specialist,5,Vadodara,3.9,,12,5.6,23.37
EMP04822,Male,49,23,"Top Private (ISB, XLRI, SP Jain)",Marketing,Growth Manager,6,Hyderabad,3.1,3.4,1,17.5,50.0
EMP04823,Female,37,10,Tier-2 Private,Marketing,Brand Manager,3,Indore,3.8,,7,14.5,13.68
EMP04824,Female,30,6,Tier-2 Private,Sales,Sales Executive,2,Bhopal,3.9,3.6,2,29.1,6.06
EMP04825,Male,28,2,IIIT,Product,Associate Product Manager,1,Lucknow,3.5,3.5,41,17.5,6.56
EMP04826,Male,29,7,Other,Marketing,Brand Manager,2,Chandigarh,3.8,4.6,28,20.9,9.27
EMP04827,Male,27,3,State University,Legal,Legal Associate,1,Bangalore,4.0,3.1,25,8.4,8.31
EMP04828,Male,45,18,NIT,Customer Support,Support Manager,5,Chennai,5.0,3.6,31,9.1,41.21
EMP04829,Female,27,1,State University,Engineering,Software Engineer,1,Chandigarh,4.5,3.1,18,12.8,5.74
EMP04830,Female,32,7,State University,Sales,Senior Account Manager,2,Chandigarh,2.7,4.4,11,32.4,6.53
EMP04831,Female,26,3,IIIT,Legal,Senior Legal Counsel,2,Patna,3.7,3.0,27,14.3,6.76
EMP04832,Male,32,6,Central University,Marketing,Brand Manager,2,Bhopal,5.0,3.4,10,21.2,7.82
EMP04833,Female,36,9,Central University,Product,Senior Product Manager,4,Nagpur,3.8,3.3,7,17.1,15.23
EMP04834,Female,36,12,IIIT,Marketing,Content Strategist,4,Visakhapatnam,5.0,2.0,1,20.2,19.08
EMP04835,Male,31,5,BITS,Customer Support,Customer Success Manager,3,Coimbatore,5.0,4.5,31,8.5,9.85
EMP04836,Female,35,10,Tier-2 Private,Data Science,Data Analyst,2,Visakhapatnam,2.8,3.3,4,9.9,7.84
EMP04837,Male,27,3,NIT,Finance,Financial Analyst,1,Indore,3.4,3.3,8,15.5,6.74
EMP04838,Male,30,7,Central University,Customer Support,Support Team Lead,3,Nagpur,3.6,4.2,1,9.4,11.28
EMP04839,Male,37,12,State University,Operations,Logistics Manager,5,Bangalore,2.5,3.4,5,6.4,24.14
EMP04840,Male,31,7,Central University,Product,Associate Product Manager,1,Vadodara,4.6,3.9,3,14.2,11.16
EMP04841,Female,29,4,Distance Learning,Operations,Operations Manager,2,Bangalore,3.8,2.7,7,7.0,7.02
EMP04842,Male,26,4,State University,Data Science,Senior Data Scientist,2,Kolkata,2.2,3.1,8,12.6,8.61
EMP04843,Male,36,12,Central University,Sales,Sales Manager,3,Surat,3.8,3.8,53,28.1,10.15
EMP04844,Male,28,2,Other,Marketing,Marketing Executive,1,Nagpur,2.9,3.2,5,20.8,7.08
EMP04845,Male,30,3,Tier-2 Private,Legal,Legal Associate,2,Bhopal,3.5,2.5,8,8.8,7.57
EMP04846,Male,32,9,State University,Sales,Senior Account Manager,4,Hyderabad,1.5,4.6,34,33.3,19.96
EMP04847,Male,29,4,BITS,Data Science,Data Scientist,2,Chennai,3.4,2.6,26,9.1,11.41
EMP04848,Female,25,2,Other,Operations,Operations Executive,1,Kochi,4.2,3.9,42,6.5,4.87
EMP04849,Male,41,15,State University,Operations,Process Improvement Specialist,4,Kochi,3.2,3.5,4,8.1,19.77
EMP04850,Female,26,2,Tier-2 Private,Product,Associate Product Manager,1,Vadodara,2.1,4.1,11,16.1,5.15
EMP04851,Male,31,5,Tier-2 Private,HR,HR Executive,2,Lucknow,3.5,3.6,4,6.2,10.39
EMP04852,Female,27,3,NIT,Product,Associate Product Manager,1,Lucknow,3.3,3.2,4,13.3,6.9
EMP04853,Female,27,4,"Top Private (ISB, XLRI, SP Jain)",Sales,Account Manager,2,Raipur,4.8,3.6,5,30.9,8.1
EMP04854,Male,28,3,Tier-2 Private,Product,Associate Product Manager,1,Jaipur,3.9,3.6,6,15.4,7.57
EMP04855,Male,34,9,BITS,Marketing,Digital Marketing Manager,3,Kolkata,3.3,3.8,31,24.0,18.01
EMP04856,Female,32,6,Distance Learning,Operations,Operations Executive,2,Kolkata,2.5,,52,7.4,6.46
EMP04857,Male,38,12,Central University,Engineering,Lead Engineer,5,Hyderabad,3.5,4.2,3,10.5,34.61
EMP04858,Female,29,3,State University,Customer Support,Support Team Lead,1,Kochi,5.0,2.8,5,8.5,4.58
EMP04859,Male,53,26,Tier-2 Private,Engineering,Principal Engineer,6,Guwahati,3.8,4.6,7,12.0,50.0
EMP04860,Male,25,1,Distance Learning,Legal,Senior Legal Counsel,2,Ahmedabad,4.0,3.9,4,12.0,9.33
EMP04861,Male,26,1,BITS,Operations,Operations Manager,1,Nagpur,1.5,4.4,3,6.6,6.08
EMP04862,Female,44,20,Other,HR,Compensation Analyst,6,Kolkata,4.2,2.8,96,8.0,37.19
EMP04863,Male,33,8,State University,Marketing,Marketing Executive,2,Lucknow,3.6,5.0,43,12.0,11.78
EMP04864,Female,29,7,Distance Learning,Finance,Finance Manager,2,Nagpur,3.5,3.7,17,12.0,7.69
EMP04865,Female,35,8,IIIT,Sales,Sales Manager,3,Kochi,3.6,4.7,11,15.9,10.88
EMP04866,Male,34,9,NIT,Finance,Finance Manager,3,Chennai,3.7,3.4,3,17.2,17.68
EMP04867,Male,32,7,IIT,HR,HR Manager,1,Visakhapatnam,3.3,2.9,34,7.9,8.99
EMP04868,Male,30,3,Distance Learning,Legal,Senior Legal Counsel,2,Visakhapatnam,3.1,3.5,13,14.9,8.7
EMP04869,Male,34,10,Diploma,Operations,Operations Manager,3,Bangalore,2.4,4.2,7,7.4,15.35
EMP04870,Female,33,9,IIT,Operations,Supply Chain Analyst,2,Nagpur,3.2,,24,5.5,11.17
EMP04871,Male,41,16,Diploma,HR,Learning & Development Manager,6,Bangalore,4.4,3.2,1,10.0,38.01
EMP04872,Male,47,20,Diploma,Engineering,Principal Engineer,6,Mumbai,3.1,,13,12.3,47.22
EMP04873,Female,30,7,Tier-2 Private,Engineering,Software Engineer,2,Chennai,4.1,3.6,11,12.3,9.86
EMP04874,Female,24,2,Diploma,Engineering,Senior Software Engineer,1,Coimbatore,2.6,,9,14.7,5.16
EMP04875,Male,42,20,NIT,Product,Director of Product,6,Hyderabad,2.4,2.8,11,18.5,41.32
EMP04876,Male,28,2,Diploma,Marketing,Marketing Executive,1,Mumbai,3.2,3.1,34,20.9,6.35
EMP04877,Male,29,7,Central University,Product,Senior Product Manager,2,Ahmedabad,4.2,2.7,2,13.7,10.14
EMP04878,Female,31,5,Central University,HR,HR Executive,2,Coimbatore,2.3,3.3,45,10.9,6.3
EMP04879,Male,31,4,Central University,Legal,Senior Legal Counsel,1,Jaipur,4.9,4.3,14,11.6,8.71
EMP04880,Male,36,10,Central University,Customer Support,Customer Success Manager,3,Lucknow,5.0,4.5,31,9.6,11.52
EMP04881,Male,30,7,Central University,Operations,Supply Chain Analyst,2,Delhi,4.1,3.1,1,5.0,11.13
EMP04882,Female,33,8,Other,Data Science,Lead Data Scientist,4,Bangalore,3.1,3.6,16,14.2,16.69
EMP04883,Female,27,3,Tier-2 Private,Sales,Sales Executive,1,Delhi,3.1,3.6,19,18.4,6.06
EMP04884,Male,27,5,State University,Legal,Legal Manager,2,Pune,2.9,2.4,39,11.7,8.75
EMP04885,Female,26,3,State University,Sales,Sales Executive,1,Hyderabad,2.9,3.5,11,28.8,7.21
EMP04886,Female,31,5,Tier-2 Private,Legal,Legal Manager,2,Patna,3.3,2.0,1,13.1,5.69
EMP04887,Male,30,5,State University,Engineering,Staff Engineer,2,Pune,2.0,3.5,10,12.7,10.49
EMP04888,Female,45,21,Central University,Finance,FP&A Analyst,6,Kolkata,3.8,2.8,7,13.4,50.0
EMP04889,Male,31,5,Central University,HR,HR Executive,1,Patna,2.6,4.0,4,8.1,6.22
EMP04890,Female,26,1,State University,Data Science,Data Scientist,1,Jaipur,2.8,3.8,33,14.0,5.18
EMP04891,Male,43,16,Tier-2 Private,Finance,Controller,5,Raipur,2.9,,13,14.8,29.22
EMP04892,Male,30,8,Other,Product,Product Manager,3,Mumbai,3.8,3.7,8,14.6,16.83
EMP04893,Male,28,5,Other,Product,Product Manager,1,Thiruvananthapuram,4.4,3.8,35,11.3,11.1
EMP04894,Male,27,4,Other,Operations,Operations Executive,2,Bhopal,2.7,3.0,7,6.9,7.55
EMP04895,Female,27,3,Tier-2 Private,Operations,Operations Executive,2,Bhopal,4.5,2.9,1,7.4,6.18
EMP04896,Male,50,23,Central University,Engineering,Principal Engineer,6,Pune,2.6,3.2,29,14.7,50.0
EMP04897,Male,30,6,Tier-2 Private,Operations,Operations Executive,1,Jaipur,2.9,3.5,65,7.0,5.67
EMP04898,Male,24,1,State University,Legal,Legal Associate,2,Hyderabad,4.2,5.0,18,8.2,11.44
EMP04899,Female,29,7,NIT,Engineering,Lead Engineer,3,Indore,2.2,3.4,15,9.1,14.67
EMP04900,Female,38,14,State University,Sales,Senior Account Manager,4,Hyderabad,3.1,4.2,13,19.2,25.53
EMP04901,Male,29,6,IIT,Sales,Senior Account Manager,2,Kochi,2.8,4.0,3,17.8,11.81
EMP04902,Male,26,3,Central University,Sales,Account Manager,2,Pune,3.1,4.2,27,21.3,8.32
EMP04903,Male,25,3,"Top Private (ISB, XLRI, SP Jain)",Customer Support,Customer Support Executive,1,Hyderabad,3.0,3.7,22,6.8,6.76
EMP04904,Female,28,3,Other,Sales,Account Manager,2,Thiruvananthapuram,2.1,3.2,9,26.9,5.48
EMP04905,Female,43,17,State University,Finance,Controller,5,Nagpur,4.0,3.4,17,11.4,24.54
EMP04906,Male,31,5,IIM,Data Science,Senior Data Scientist,2,Raipur,3.8,3.1,1,8.4,10.62
EMP04907,Female,23,1,Tier-2 Private,Customer Support,Customer Success Manager,2,Mumbai,4.2,2.9,29,9.9,5.71
EMP04908,Male,34,7,Diploma,Sales,Senior Account Manager,2,Ahmedabad,3.2,3.6,20,30.8,8.9
EMP04909,Female,31,6,Diploma,Marketing,Marketing Executive,1,Mumbai,3.4,3.4,1,15.6,5.31
EMP04910,Male,29,4,Distance Learning,HR,HR Business Partner,2,Delhi,4.2,2.2,19,9.4,9.59
EMP04911,Male,29,2,IIT,HR,HR Manager,1,Bhopal,3.7,,18,11.9,8.12
EMP04912,Male,25,2,Central University,Engineering,Software Engineer,1,Pune,4.2,4.0,6,8.8,8.9
EMP04913,Male,37,12,BITS,Product,Senior Product Manager,3,Hyderabad,4.2,4.1,24,19.2,26.79
EMP04914,Female,29,7,State University,Product,Product Manager,3,Raipur,3.5,2.2,30,16.7,10.94
EMP04915,Male,32,8,IIT,Operations,Supply Chain Analyst,3,Bangalore,3.6,3.7,18,6.5,18.46
EMP04916,Female,30,7,Tier-2 Private,Marketing,Brand Manager,2,Surat,3.4,5.0,1,23.5,6.65
EMP04917,Female,30,7,Diploma,Marketing,Digital Marketing Manager,3,Hyderabad,3.6,4.1,2,21.7,9.52
EMP04918,Female,29,4,IIIT,HR,HR Executive,1,Bangalore,3.1,2.5,24,6.1,5.62
EMP04919,Female,27,5,Central University,Legal,Senior Legal Counsel,2,Nagpur,3.8,3.4,4,9.0,7.41
EMP04920,Male,40,13,Other,Data Science,ML Engineer,4,Pune,3.6,3.7,3,10.1,21.49
EMP04921,Male,39,16,Tier-2 Private,Data Science,Analytics Manager,6,Jaipur,3.0,3.5,16,12.3,49.05
EMP04922,Male,24,2,State University,HR,HR Executive,1,Ranchi,3.8,4.3,19,8.2,7.67
EMP04923,Male,29,5,Tier-2 Private,Legal,Senior Legal Counsel,2,Pune,4.5,4.4,2,12.9,10.35
EMP04924,Female,34,10,State University,Customer Support,Support Team Lead,2,Chandigarh,3.5,2.9,4,8.8,8.0
EMP04925,Male,47,22,Other,Finance,Accounts Manager,6,Hyderabad,3.6,4.0,6,11.0,47.64
EMP04926,Male,47,21,Central University,Finance,Controller,5,Nagpur,3.6,,4,12.4,33.97
EMP04927,Male,28,3,NIT,Legal,Legal Associate,1,Coimbatore,2.0,3.5,9,10.7,8.14
EMP04928,Male,39,14,IIIT,Data Science,Senior Data Scientist,4,Chandigarh,3.2,4.7,11,9.2,23.96
EMP04929,Female,32,6,Tier-2 Private,Finance,Financial Analyst,1,Chennai,5.0,2.7,21,17.9,7.44
EMP04930,Male,37,12,Central University,Marketing,Brand Manager,4,Nagpur,3.5,4.2,48,19.5,13.88
EMP04931,Female,32,10,Diploma,Product,Product Manager,2,Jaipur,2.8,2.4,30,12.7,11.11
EMP04932,Female,26,2,Tier-2 Private,Marketing,Marketing Executive,1,Chennai,3.5,2.9,17,16.8,5.46
EMP04933,Female,34,8,IIM,Customer Support,Support Manager,3,Chandigarh,3.0,2.8,2,6.3,11.93
EMP04934,Male,35,12,Central University,Customer Support,Customer Success Manager,3,Kolkata,3.6,3.0,15,9.9,16.55
EMP04935,Female,32,5,Distance Learning,Finance,Financial Analyst,1,Delhi,3.6,2.3,42,17.0,6.34
EMP04936,Male,29,5,Tier-2 Private,Marketing,Brand Manager,2,Delhi,3.4,2.7,2,16.3,8.75
EMP04937,Male,25,2,Central University,Customer Support,Customer Support Executive,1,Pune,4.2,2.3,19,9.0,5.69
EMP04938,Female,33,9,State University,Product,Senior Product Manager,2,Chennai,2.5,2.7,36,17.1,7.11
EMP04939,Female,32,7,Tier-2 Private,HR,HR Business Partner,2,Delhi,3.8,,2,11.7,10.67
EMP04940,Male,29,3,BITS,Product,Associate Product Manager,1,Indore,4.3,3.6,12,12.1,10.06
EMP04941,Female,27,4,Tier-2 Private,Operations,Operations Executive,1,Delhi,3.3,4.2,39,5.5,7.01
EMP04942,Male,29,6,Distance Learning,Engineering,Senior Software Engineer,3,Bangalore,4.1,3.9,2,12.5,14.26
EMP04943,Female,26,4,IIM,Product,Product Manager,2,Visakhapatnam,3.3,3.5,11,17.4,9.55
EMP04944,Female,30,6,Central University,Sales,Senior Account Manager,2,Chandigarh,2.6,2.8,25,16.6,6.47
EMP04945,Male,28,1,State University,Operations,Operations Executive,2,Kolkata,2.0,3.9,37,8.4,8.88
EMP04946,Female,42,15,State University,Product,Director of Product,4,Raipur,3.1,3.7,2,18.4,17.35
EMP04947,Female,31,6,IIIT,Product,Associate Product Manager,2,Chennai,3.2,2.9,15,16.2,8.68
EMP04948,Female,27,2,Tier-2 Private,Sales,Sales Executive,1,Jaipur,5.0,4.0,47,27.9,5.1
EMP04949,Female,26,1,NIT,Customer Support,Customer Support Executive,1,Vadodara,3.5,3.1,5,8.2,4.38
EMP04950,Female,35,12,State University,HR,Talent Acquisition Specialist,3,Ahmedabad,3.0,3.1,1,9.8,10.08
EMP04951,Male,32,8,Diploma,Sales,Senior Account Manager,3,Vadodara,3.9,3.8,1,30.5,10.25
EMP04952,Female,34,7,Tier-2 Private,Sales,Sales Manager,3,Kochi,3.2,2.4,4,27.4,8.86
EMP04953,Male,36,11,Central University,Customer Support,Support Manager,3,Kolkata,4.3,3.2,10,7.0,16.75
EMP04954,Female,34,11,Tier-2 Private,Product,Associate Product Manager,2,Kolkata,4.7,3.2,26,13.2,11.35
EMP04955,Male,28,6,Central University,HR,HR Executive,1,Patna,3.6,3.1,38,7.8,6.3
EMP04956,Male,31,5,Central University,Data Science,Data Scientist,2,Raipur,2.1,3.9,3,9.9,13.97
EMP04957,Female,31,4,Central University,Finance,Senior Financial Analyst,2,Indore,3.4,2.7,1,15.8,6.51
EMP04958,Male,30,8,State University,Marketing,Brand Manager,2,Kolkata,3.4,3.2,14,13.9,13.53
EMP04959,Male,40,16,Central University,Customer Support,Support Manager,5,Nagpur,4.8,4.2,9,9.7,23.46
EMP04960,Female,32,5,Distance Learning,Finance,Controller,3,Pune,3.9,3.3,4,12.7,6.86
EMP04961,Male,40,17,Tier-2 Private,Engineering,Engineering Manager,5,Chennai,3.2,4.1,3,9.8,45.55
EMP04962,Male,30,7,State University,HR,HR Executive,1,Patna,4.6,4.0,1,11.8,8.48
EMP04963,Male,31,7,Distance Learning,Marketing,Brand Manager,2,Delhi,3.4,,16,14.1,12.72
EMP04964,Male,54,30,Tier-2 Private,Sales,Business Development Manager,5,Indore,3.4,3.3,6,31.1,50.0
EMP04965,Male,43,19,Tier-2 Private,Engineering,Lead Engineer,5,Kolkata,3.1,2.7,1,9.6,31.07
EMP04966,Male,46,19,IIT,Customer Support,Support Manager,4,Indore,4.4,2.4,19,8.7,30.88
EMP04967,Male,30,3,IIIT,Sales,Sales Executive,1,Chennai,3.1,3.2,1,25.6,8.99
EMP04968,Male,53,28,Central University,HR,Learning & Development Manager,6,Hyderabad,4.0,4.3,27,7.8,50.0
EMP04969,Male,27,5,Tier-2 Private,Legal,Senior Legal Counsel,2,Kochi,3.8,4.0,10,12.9,9.55
EMP04970,Female,28,5,IIIT,Product,Product Manager,2,Guwahati,3.6,3.2,24,13.9,8.51
EMP04971,Female,24,1,Distance Learning,Marketing,Marketing Manager,1,Thiruvananthapuram,4.2,4.8,21,17.0,4.19
EMP04972,Male,29,7,State University,Product,Product Manager,3,Kolkata,4.7,2.7,1,15.2,17.85
EMP04973,Male,26,2,Tier-2 Private,Product,Associate Product Manager,1,Visakhapatnam,2.5,4.3,17,17.0,6.16
EMP04974,Female,30,8,Distance Learning,Customer Support,Support Manager,4,Kolkata,3.4,2.9,4,10.0,9.21
EMP04975,Female,27,2,IIM,Customer Support,Support Team Lead,1,Lucknow,3.3,4.5,16,9.5,5.99
EMP04976,Male,44,21,Tier-2 Private,Product,Product Analyst,6,Ahmedabad,3.6,3.3,3,19.3,50.0
EMP04977,Male,34,8,Tier-2 Private,Product,Director of Product,4,Pune,3.0,4.3,10,19.0,23.64
EMP04978,Male,54,29,State University,Engineering,Principal Engineer,5,Mumbai,2.7,3.5,42,11.8,50.0
EMP04979,Female,29,2,Tier-2 Private,Data Science,Data Analyst,1,Chennai,3.4,5.0,27,11.5,5.32
EMP04980,Female,41,17,Diploma,Customer Support,Support Manager,6,Ahmedabad,4.3,,1,8.4,28.54
EMP04981,Female,23,1,Distance Learning,Data Science,Data Analyst,1,Raipur,3.3,,40,14.3,5.71
EMP04982,Male,33,6,Central University,Engineering,Senior Software Engineer,2,Dehradun,3.8,3.8,8,14.3,11.36
EMP04983,Male,26,3,Other,Legal,Legal Associate,1,Raipur,4.7,,45,11.3,6.8
EMP04984,Male,30,4,IIIT,Sales,Senior Account Manager,2,Surat,3.6,4.7,13,31.7,11.88
EMP04985,Male,30,4,Distance Learning,Sales,Account Manager,2,Ahmedabad,4.3,4.6,11,32.7,10.51
EMP04986,Male,30,3,Distance Learning,Data Science,Data Scientist,1,Thiruvananthapuram,4.4,,10,11.9,8.27
EMP04987,Female,27,2,Central University,Engineering,Senior Software Engineer,1,Mumbai,4.5,3.1,47,14.7,5.37
EMP04988,Male,29,4,State University,Operations,Operations Manager,2,Kochi,5.0,,15,8.3,8.81
EMP04989,Female,30,6,Diploma,HR,HR Manager,3,Surat,3.4,3.8,6,9.1,7.7
EMP04990,Male,37,13,IIT,Data Science,Analytics Manager,5,Coimbatore,4.2,3.2,8,15.0,34.71
EMP04991,Male,33,7,State University,Marketing,Brand Manager,2,Kochi,3.7,5.0,1,16.3,10.49
EMP04992,Female,38,13,BITS,Legal,Company Secretary,5,Lucknow,3.9,2.7,21,9.5,26.71
EMP04993,Female,24,2,State University,Customer Support,Customer Support Executive,1,Thiruvananthapuram,3.8,2.3,19,7.5,3.92
EMP04994,Male,28,4,NIT,Engineering,Software Engineer,2,Kolkata,4.5,3.7,14,9.7,11.89
EMP04995,Female,36,9,Distance Learning,Engineering,Senior Software Engineer,3,Hyderabad,3.1,,6,13.6,13.86
EMP04996,Male,30,7,Central University,Finance,Financial Analyst,1,Ranchi,3.8,2.9,61,16.1,6.6
EMP04997,Male,27,3,Central University,Sales,Sales Executive,1,Surat,2.5,,42,29.0,6.2
EMP04998,Male,38,11,Central University,Sales,Senior Account Manager,4,Chandigarh,2.9,3.2,31,23.4,18.78
EMP04999,Male,27,4,Distance Learning,HR,HR Executive,1,Kolkata,3.0,,4,7.2,6.74
EMP05000,Female,29,3,Central University,HR,HR Executive,1,Guwahati,4.0,3.4,52,12.0,4.69
EMP05001,Male,34,8,BITS,Marketing,Marketing Manager,3,Bhopal,3.8,3.2,4,17.6,13.96
